,0
1939.SKBTI.1354,17556.0
1939.SKBTI055,17550.0
1939.SKBTI.1138,17549.0
1939.SKBTI.0881,17538.0
1939.SKBTI.0444,17527.0
1939.SKBTI.0583,17481.0
1939.SKBTI.1024,17453.0
1939.122001,17439.0
1939.SKBTI.1311,17428.0
1939.SKBTI048,17397.0
1939.SKBTI.1256,17379.0
1939.SKBTI.0266,17317.0
1939.122032,17305.0
1939.SKBTI062.b,17296.0
1939.SKBTI.0279,17253.0
1939.122038,17228.0
1939.SKBTI.0240,17218.0
1939.SKBTI.0758,17087.0
1939.SKBTI.1206,17087.0
1939.SKBTI.1058,17087.0
1939.121499,17004.0
1939.121954.a,16998.0
1939.SKBTI.1340,16971.0
1939.SKBTI095,16967.0
1939.121971,16953.0
1939.122057.a,16890.0
1939.SKBTI.0585,16786.0
1939.SKBTI.0888,16778.0
1939.SKBTI.0591,16660.0
1939.SKBTI.1228,16595.0
1939.SKBTI.0912,16577.0
1939.SKBTI014,16562.0
1939.SKBTI.1007,16552.0
1939.122164.a,16549.0
1939.SKBTI.0884,16528.0
1939.SKBTI.1042,16527.0
1939.SKBTI070,16525.0
1939.SKBTI.0209.b,16499.0
1939.122061.a,16425.0
1939.SKBTI.0942,16415.0
1939.SKBTI.1258,16382.0
1939.SKBTI.0163,16257.0
1939.122115.a,16250.0
1939.SKBTI071,16229.0
1939.SKBTI.1162,16189.0
1939.121421,16139.0
1939.SKBTI.1034,16138.0
1939.SKBTI.0910,16106.0
1939.SKBTI.1312,15963.0
1939.SKBTI.0254.b,15915.0
1939.SKBTI.0980,15893.0
1939.121982,15872.0
1939.SKBTI.1324,15767.0
1939.SKBTI.1209,15764.0
1939.SKBTI.1145,15742.0
1939.SKBTI.1100,15741.0
1939.SKBTI.0877,15735.0
1939.SKBTI.0939,15729.0
1939.100187,15700.0
1939.SKBTI058,15574.0
1939.SKBTI073,15553.0
1939.SKBTI.0195,15532.0
1939.121983,15504.0
1939.SKBTI.1123,15459.0
1939.100191,15451.0
1939.SKBTI.0114,15437.0
1939.SKBTI.0590,15393.0
1939.SKBTI.1195,15383.0
1939.SKBTI.0908,15357.0
1939.121193,15329.0
1939.SKBTI.0239,15323.0
1939.SKBTI.0230.a,15321.0
1939.SKBTI.1332,15317.0
1939.SKBTI.0103,15207.0
1939.SKBTI.1302,15180.0
1939.SKBTI.0160,15152.0
1939.SKBTI.1192,15131.0
1939.SKBTI.1284,15130.0
1939.SKBTI.0992,15090.0
1939.SKBTI.0217,15076.0
1939.SKBTI.1325,14948.0
1939.SKBTI.0755,14937.0
1939.SKBTI.0273,14920.0
1939.SKBTI.0241,14914.0
1939.SKBTI023,14912.0
1939.100228,14870.0
1939.121404,14856.0
1939.SKBTI.0194,14763.0
1939.SKBTI.0228.a,14727.0
1939.SKBTI.0510,14682.0
1939.SKBTI.1224,14649.0
1939.100065,14630.0
1939.SKBTI.1318,14564.0
1939.122062,14542.0
1939.SKBTI.0563,14513.0
1939.SKBTI.1129,14505.0
1939.SKBTI.1091,14494.0
1939.SKBTI.0867,14431.0
1939.SKBTI.0757,14428.0
1939.MGH103128,14373.0
1939.SKBTI.0113,14370.0
1939.SKBTI.1208,14322.0
1939.SKBTI.0671,14295.0
1939.SKBTI.0490,14279.0
1939.SKBTI.1301,14265.0
1939.SKBTI.1113,14241.0
1939.SKBTI061,14234.0
1939.121959.a,14227.0
1939.SKBTI.0658,14212.0
1939.SKBTI.1230,14208.0
1939.SKBTI.0197,14177.0
1939.SKBTI.0754,14147.0
1939.100105,14098.0
1939.121977,14098.0
1939.122163.a,14066.0
1939.122039.a,13938.0
1939.122057.b,13916.0
1939.SKBTI.0619,13910.0
1939.SKBTI.0253.b,13906.0
1939.MGH109812,13904.0
1939.SKBTI075.b,13894.0
1939.SKBTI.1257,13851.0
1939.SKBTI066.b,13846.0
1939.SKBTI.0638,13824.0
1939.SKBTI.0954,13783.0
1939.SKBTI.0588,13689.0
1939.SKBTI004,13631.0
1939.SKBTI.1295,13591.0
1939.SKBTI.0521,13526.0
1939.SKBTI.0684,13517.0
1939.SKBTI082.b,13498.0
1939.SKBTI.0675,13458.0
1939.SKBTI076.b,13423.0
1939.SKBTI.0282.a,13421.0
1939.SKBTI.0250.b,13410.0
1939.SKBTI.0107.a,13372.0
1939.SKBTI072,13362.0
1939.SKBTI.0537,13320.0
1939.SKBTI.0235,13313.0
1939.121978,13278.0
1939.122049,13258.0
1939.SKBTI.0676,13241.0
1939.SKBTI.0159,13237.0
1939.SKBTI.0512,13182.0
1939.SKBTI.1320,13171.0
1939.SKBTI.0883,13162.0
1939.SKBTI.1084,13153.0
1939.121465,13149.0
1939.SKBTI.0921,13116.0
1939.SKBTI.1033,13115.0
1939.SKBTI.0213.b,13104.0
1939.SKBTI.0660,13077.0
1939.SKBTI.1115,13070.0
1939.122075,13062.0
1939.SKBTI.1273,13006.0
1939.SKBTI.0211.a,12990.0
1939.SKBTI.1259,12968.0
1939.100225,12962.0
1939.100003,12909.0
1939.SKBTI.0208,12902.0
1939.SKBTI.0513,12869.0
1939.122097,12862.0
1939.SKBTI.1323,12849.0
1939.SKBTI.0531,12818.0
1939.122164.b,12798.0
1939.SKBTI.1103,12798.0
1939.SKBTI.0890,12716.0
1939.SKBTI.0210,12678.0
1939.121477,12646.0
1939.MGH105553,12601.0
1939.SKBTI.0911,12592.0
1939.121501,12579.0
1939.SKBTI.0605,12578.0
1939.121980.b,12572.0
1939.122077,12562.0
1939.SKBTI.0634,12542.0
1939.122100.a,12516.0
1939.SKBTI.0750,12492.0
1939.122059,12480.0
1939.100198,12449.0
1939.SKBTI.0882,12431.0
1939.SKBTI.0489,12371.0
1939.121953.a,12367.0
1939.SKBTI.0275.b,12363.0
1939.SKBTI065,12352.0
1939.SKBTI.1085,12352.0
1939.SKBTI.0143.b,12309.0
1939.SKBTI.0662,12300.0
1939.121475,12290.0
1939.121979,12282.0
1939.SKBTI.0245.b,12240.0
1939.SKBTI.0272.b,12229.0
1939.SKBTI.0872,12194.0
1939.121478,12177.0
1939.SKBTI.0891,12164.0
1939.SKBTI.0485,12157.0
1939.100195,12141.0
1939.SKBTI.1264,12019.0
1939.122072,11959.0
1939.SKBTI.0935,11947.0
1939.SKBTI.0918,11931.0
1939.SKBTI.1043,11903.0
1939.SKBTI.0756.b,11836.0
1939.SKBTI.0592,11832.0
1939.122063,11819.0
1939.SKBTI.0913,11754.0
1939.SKBTI.0925,11751.0
1939.SKBTI088,11718.0
1939.SKBTI.0620,11685.0
1939.121968.a,11658.0
1939.122039.b,11652.0
1939.121495,11634.0
1939.SKBTI.0274.b,11612.0
1939.SKBTI.0573,11612.0
1939.SKBTI.0865,11531.0
1939.SKBTI.0931,11520.0
1939.122115.b,11509.0
1939.SKBTI.1050,11494.0
1939.SKBTI.0949,11475.0
1939.122113.b,11439.0
1939.121471,11396.0
1939.MGH104824.b,11388.0
1939.122119.a,11379.0
1939.SKBTI.0244.b,11270.0
1939.SKBTI.0277.b,11226.0
1939.MGH105841,11212.0
1939.SKBTI019,11124.0
1939.121952.a,11069.0
1939.122117.a,11066.0
1939.SKBTI.1117,11061.0
1939.SKBTI.0895,11047.0
1939.SKBTI.1010,11027.0
1939.SKBTI.0690,11026.0
1939.SKBTI.0933,11014.0
1939.SKBTI.0919,11001.0
1939.SKBTI.0958,10943.0
1939.SKBTI.0621,10927.0
1939.SKBTI.0333,10924.0
1939.SKBTI.0536,10920.0
1939.121482,10880.0
1939.122096.b,10864.0
1939.122098.a,10856.0
1939.SKBTI.0952,10837.0
1939.SKBTI.1337,10816.0
1939.SKBTI.0744,10771.0
1939.SKBTI.0448,10721.0
1939.122050,10668.0
1939.SKBTI.0917,10667.0
1939.SKBTI.1296,10653.0
1939.MGH101003,10590.0
1939.SKBTI.0766,10573.0
1939.SKBTI.0929,10545.0
1939.SKBTI.0177.b,10542.0
1939.SKBTI.0228.b,10456.0
1939.SKBTI.0154.a,10454.0
1939.SKBTI.0508,10431.0
1939.SKBTI.0878,10392.0
1939.122113.a,10385.0
1939.SKBTI.0172.a,10376.0
1939.SKBTI.1121,10361.0
1939.100210,10351.0
1939.SKBTI.0915,10343.0
1939.SKBTI.0552,10312.0
1939.100100,10267.0
1939.SKBTI.0541,10255.0
1939.SKBTI.0916,10249.0
1939.SKBTI.0733,10218.0
1939.122074,10201.0
1939.SKBTI.0930,10184.0
1939.122163.b,10155.0
1939.SKBTI.0157.b,10126.0
1939.SKBTI.0220,10109.0
1939.122101,10098.0
1939.121420,10040.0
1939.SKBTI.0937,9995.0
1939.SKBTI.0498,9952.0
1939.SKBTI.0546,9947.0
1939.SKBTI.0947,9934.0
1939.SKBTI.0204.a,9868.0
1939.SKBTI003.b,9837.0
1939.SKBTI.0886,9836.0
1939.122010.a,9831.0
1939.122011,9822.0
1939.122116.a,9738.0
1939.SKBTI.0392,9731.0
1939.SKBTI.0932,9716.0
1939.SKBTI.1317,9685.0
1939.SKBTI.0761,9636.0
1939.MGH103687,9625.0
1939.SKBTI.0515,9598.0
1939.SKBTI.0893,9593.0
1939.SKBTI092.a,9581.0
1939.SKBTI.0653,9528.0
1939.SKBTI.0150.a,9467.0
1939.122060,9440.0
1939.122099.a,9420.0
1939.SKBTI.0580,9409.0
1939.SKBTI.0914,9361.0
1939.SKBTI.0746,9313.0
1939.SKBTI.0141.b,9299.0
1939.SKBTI.0524,9221.0
1939.122076,9200.0
1939.SKBTI.0204.b,9190.0
1939.SKBTI.0154.b,9174.0
1939.122004.a,9144.0
1939.SKBTI.0610,9117.0
1939.SKBTI.1028,9050.0
1939.SKBTI.1000,9028.0
1939.SKBTI.1108,9024.0
1939.SKBTI.1109,8993.0
1939.SKBTI.0543,8957.0
1939.MGH105057,8936.0
1939.100204,8925.0
1939.SKBTI041,8923.0
1939.SKBTI.0601,8899.0
1939.100058,8897.0
1939.122034.b,8869.0
1939.SKBTI.0892,8865.0
1939.SKBTI.0282.b,8854.0
1939.122078,8850.0
1939.SKBTI.0511,8831.0
1939.SKBTI.0221,8823.0
1939.SKBTI091.b,8821.0
1939.SKBTI002,8808.0
1939.SKBTI.1313,8649.0
1939.SKBTI042,8648.0
1939.122007,8638.0
1939.121388,8568.0
1939.SKBTI.0759,8532.0
1939.121976,8526.0
1939.SKBTI.0494,8454.0
1939.SKBTI.0669,8426.0
1939.100222,8425.0
1939.SKBTI.0572,8397.0
1939.SKBTI.0503,8372.0
1939.121496,8350.0
1939.SKBTI056,8342.0
1939.MGH103108,8308.0
1939.122079,8283.0
1939.SKBTI.0280,8280.0
1939.SKBTI.0264.b,8277.0
1939.SKBTI.0944,8246.0
1939.SKBTI.0540,8212.0
1939.SKBTI018,8162.0
1939.SKBTI.1072,8119.0
1939.SKBTI.0722,8083.0
1939.SKBTI.0256.b,8037.0
1939.SKBTI080,7972.0
1939.SKBTI.0741,7969.0
1939.SKBTI.0230.b,7956.0
1939.122096.a,7930.0
1939.SKBTI.1339,7922.0
1939.SKBTI.0719,7878.0
1939.SKBTI.0651,7784.0
1939.SKBTI.0587,7726.0
1939.SKBTI.0922,7703.0
1939.SKBTI.0579,7693.0
1939.122061.b,7657.0
1939.SKBTI.0484,7599.0
1939.SKBTI.0134.b,7535.0
1939.SKBTI.0507,7470.0
1939.SKBTI.0558,7439.0
1939.SKBTI.0713,7431.0
1939.SKBTI.0957,7430.0
1939.SKBTI.0765,7418.0
1939.SKBTI.0734,7400.0
1939.SKBTI.0732,7344.0
1939.SKBTI.0721,7333.0
1939.SKBTI.0126,7293.0
1939.SKBTI.0550,7218.0
1939.SKBTI.0742,7205.0
1939.SKBTI.0697,7124.0
1939.SKBTI.0157.a,7100.0
1939.SKBTI.0411,7082.0
1939.SKBTI027,7021.0
1939.MGH109781,6964.0
1939.SKBTI.0570,6939.0
1939.MGH100826,6893.0
1939.122010.b,6852.0
1939.SKBTI.0597,6848.0
1939.SKBTI.0642,6795.0
1939.SKBTI.0866,6793.0
1939.122004.b,6784.0
1939.122100.b,6742.0
1939.100234,6738.0
1939.121493,6698.0
1939.SKBTI.0227.b,6697.0
1939.122037,6695.0
1939.SKBTI.0483,6692.0
1939.SKBTI.0246.b,6686.0
1939.SKBTI.0532,6682.0
1939.SKBTI.1280,6676.0
1939.SKBTI.0740,6669.0
1939.SKBTI.0635,6618.0
1939.SKBTI.0520,6584.0
1939.SKBTI.0578,6479.0
1939.SKBTI.0764,6438.0
1939.MGH102228,6373.0
1939.SKBTI.0647,6339.0
1939.121492,6329.0
1939.MGH101763,6301.0
1939.SKBTI.0481,6273.0
1939.SKBTI.1075,6270.0
1939.SKBTI.0514,6253.0
1939.SKBTI.0566,6253.0
1939.SKBTI.0629,6225.0
1939.122009.b,6217.0
1939.SKBTI.0226.b,6179.0
1939.121959.b,6148.0
1939.MGH101089,6147.0
1939.SKBTI.0576,6139.0
1939.MGH101187,6115.0
1939.SKBTI.0107.b,6108.0
1939.MGH104690,6081.0
1939.SKBTI.0491,6067.0
1939.SKBTI.0577,6056.0
1939.MGH100748,6032.0
1939.SKBTI.0526,6024.0
1939.MGH103547,6009.0
1939.SKBTI.0607,5939.0
1939.SKBTI.0594,5912.0
1939.SKBTI022,5906.0
1939.121954.b,5842.0
1939.SKBTI.0136.b,5839.0
1939.SKBTI.1166,5836.0
1939.SKBTI.0538,5804.0
1939.SKBTI.0517,5764.0
1939.SKBTI.0667,5760.0
1939.SKBTI.0518,5739.0
1939.SKBTI.0102.b,5736.0
1939.SKBTI.0564,5718.0
1939.100088,5711.0
1939.SKBTI.0672.b,5676.0
1939.SKBTI.0505,5665.0
1939.SKBTI.0707,5652.0
1939.SKBTI.0565,5637.0
1939.SKBTI.0692,5628.0
1939.SKBTI.0703,5624.0
1939.121497,5568.0
1939.SKBTI.0115.b,5519.0
1939.SKBTI.0708,5486.0
1939.SKBTI.0991,5479.0
1939.SKBTI.0542,5459.0
1939.SKBTI.0924,5446.0
1939.SKBTI.0631,5407.0
1939.SKBTI.1026,5354.0
1939.SKBTI.0527,5347.0
1939.MGH113364,5339.0
1939.SKBTI.0555,5286.0
1939.SKBTI.0710,5283.0
1939.SKBTI.0927,5232.0
1939.SKBTI031,5231.0
1939.SKBTI.0682,5180.0
1939.SKBTI085,5172.0
1939.MGH109682,5167.0
1939.SKBTI.0574,5150.0
1939.SKBTI.0112.b,5100.0
1939.SKBTI.0839,5098.0
1939.SKBTI.1134,5074.0
1939.SKBTI.0659,5070.0
1939.SKBTI.0987,5011.0
1939.SKBTI082.a,5010.0
1939.SKBTI.1049,4992.0
1939.SKBTI.0122.b,4990.0
1939.MGH110455,4931.0
1939.SKBTI.0198.b,4913.0
1939.SKBTI.0575,4886.0
1939.SKBTI.0569,4859.0
1939.SKBTI.0715,4853.0
1939.SKBTI.1285,4819.0
1939.SKBTI.0506,4798.0
1939.121953.b,4772.0
1939.SKBTI.0604,4772.0
1939.SKBTI.0624,4765.0
1939.121952.b,4760.0
1939.MGH101666,4735.0
1939.121474,4710.0
1939.SKBTI.0098.b,4684.0
1939.SKBTI.1153,4668.0
1939.MGH105693,4661.0
1939.MGH113486,4638.0
1939.MGH102719,4566.0
1939.121480,4554.0
1939.SKBTI.0528,4552.0
1939.SKBTI.0554,4504.0
1939.SKBTI.1202,4475.0
1939.122009.a,4465.0
1939.SKBTI091.a,4417.0
1939.SKBTI089.a,4372.0
1939.100016,4367.0
1939.MGH113059,4348.0
1939.SKBTI.0581,4327.0
1939.SKBTI.0529,4267.0
1939.SKBTI.0885,4226.0
1939.SKBTI.0571,4220.0
1939.SKBTI.0391,4215.0
1939.121479,4210.0
1939.SKBTI.0165,4199.0
1939.SKBTI.0395,4199.0
1939.122116.b,4192.0
1939.SKBTI.0706,4144.0
1939.SKBTI.0977,4083.0
1939.SKBTI062.a,4082.0
1939.MGH104884,4062.0
1939.SKBTI.0559,4044.0
1939.MGH103446,4041.0
1939.SKBTI.0140,4036.0
1939.SKBTI.0496,4030.0
1939.SKBTI.0646,4029.0
1939.122099.b,3997.0
1939.SKBTI.0519,3968.0
1939.SKBTI.1282,3961.0
1939.MGH102386,3924.0
1939.SKBTI.0150.b,3903.0
1939.MGH101468,3896.0
1939.SKBTI.0737,3890.0
1939.SKBTI.0868,3880.0
1939.121969,3878.0
1939.MGH105234,3861.0
1939.SKBTI.0223.b,3808.0
1939.SKBTI.0670,3791.0
1939.MGH103029,3788.0
1939.SKBTI.0265.b,3785.0
1939.SKBTI.0561,3782.0
1939.SKBTI.1306,3774.0
1939.MGH101725,3771.0
1939.SKBTI046.a,3769.0
1939.SKBTI.0617,3759.0
1939.121476,3747.0
1939.SKBTI.0598,3737.0
1939.SKBTI.0492,3724.0
1939.121968.b,3723.0
1939.SKBTI066.a,3701.0
1939.SKBTI.0271.b,3685.0
1939.SKBTI.0606,3666.0
1939.SKBTI051,3632.0
1939.SKBTI035,3627.0
1939.100233,3602.0
1939.121473,3588.0
1939.122098.b,3567.0
1939.SKBTI076.a,3547.0
1939.MGH101614,3505.0
1939.SKBTI.0627,3497.0
1939.122033,3497.0
1939.MGH102894,3429.0
1939.SKBTI.0632,3367.0
1939.SKBTI.0560,3361.0
1939.SKBTI.0666,3343.0
1939.SKBTI.0749,3331.0
1939.MGH112053,3309.0
1939.MGH102965,3286.0
1939.SKBTI012,3251.0
1939.SKBTI090,3243.0
1939.SKBTI.0739,3168.0
1939.SKBTI.0752,3165.0
1939.SKBTI.0763,3123.0
1939.MGH103728,3116.0
1939.121981,3105.0
1939.MGH112373,3071.0
1939.MGH102504,3035.0
1939.SKBTI075.a,3028.0
1939.SKBTI.0622,3016.0
1939.MGH111702,3004.0
1939.SKBTI.0422,2997.0
1939.SKBTI.0548,2974.0
1939.SKBTI.0500,2964.0
1939.MGH109614,2935.0
1939.SKBTI.1030,2931.0
1939.MGH103785,2895.0
1939.SKBTI.0609,2889.0
1939.SKBTI.0767.b,2833.0
1939.SKBTI008,2780.0
1939.SKBTI.0705.b,2767.0
1939.MGH102701,2755.0
1939.SKBTI.0730,2737.0
1939.SKBTI.0211.b,2693.0
1939.SKBTI.0727,2614.0
1939.MGH105450,2609.0
1939.MGH109531,2600.0
1939.MGH103891,2598.0
1939.MGH105361,2573.0
1939.MGH106288,2533.0
1939.MGH105618,2518.0
1939.SKBTI.1151,2514.0
1939.MGH113527,2511.0
1939.MGH103539,2494.0
1939.MGH102271,2458.0
1939.SKBTI.0768,2433.0
1939.122117.b,2408.0
1939.MGH106034,2383.0
1939.SKBTI.0679,2367.0
1939.121191,2357.0
1939.SKBTI.0595,2297.0
1939.SKBTI.1160,2259.0
1939.MGH104031,2239.0
1939.SKBTI.0243,2225.0
1939.SKBTI.0663,2221.0
1939.MGH105700,2211.0
1939.122119.b,2152.0
1939.MGH104945,2132.0
1939.MGH104623,2114.0
1939.122053.a,2105.0
1939.SKBTI.0608,2071.0
1939.SKBTI.0545,2063.0
1939.MGH102278,2062.0
1939.MGH104519,2061.0
1939.SKBTI.0672.a,2059.0
1939.SKBTI.0525,2047.0
1939.SKBTI.0683,2006.0
1939.SKBTI094,2001.0
1939.SKBTI.1262,1986.0
1939.MGH103912,1976.0
1939.MGH101748,1967.0
1939.MGH104413,1943.0
1939.MGH101010,1930.0
1939.MGH105126,1923.0
1939.SKBTI015,1906.0
1939.MGH100525,1897.0
1939.SKBTI.0641.b,1892.0
1939.SKBTI.0756.a,1857.0
1939.SKBTI.0261.b,1847.0
1939.MGH100698,1843.0
1939.SKBTI.0173.b,1842.0
1939.MGH103660,1808.0
1939.MGH100601.a,1797.0
1939.SKBTI.0731.a,1794.0
1939.SKBTI.1213,1794.0
1939.SKBTI.0196,1785.0
1939.121468,1717.0
1939.SKBTI.0762,1716.0
1939.SKBTI.0641.a,1688.0
1939.SKBTI.0661,1685.0
1939.SKBTI.1037,1650.0
1939.MGH106271.a,1640.0
1939.MGH104671.a,1628.0
1939.SKBTI.0688,1617.0
1939.MGH102797,1605.0
1939.MGH104316.a,1578.0
1939.SKBTI.0125,1549.0
1939.SKBTI.0183,1533.0
1939.SKBTI003.a,1507.0
1939.SKBTI.0700,1461.0
1939.SKBTI.0255.b,1436.0
1939.121500,1427.0
1939.SKBTI.0224,1417.0
1939.SKBTI.0557,1372.0
1939.MGH100896.a,1364.0
1939.SKBTI.1111,1326.0
1939.SKBTI.0222,1270.0
1939.SKBTI.0689,1189.0
1939.MGH113669.a,1142.0
1939.SKBTI.0172.b,1084.0
1939.MGH104119,1072.0
1939.MGH106399,1008.0
1939.MGH102203,1000.0
1939.SKBTI.0618,995.0
1939.MGH100695.a,947.0
1939.SKBTI021,817.0
1939.SKBTI.0547,799.0
1939.SKBTI.0229,754.0
1939.SKBTI006,724.0
1939.SKBTI.0705.a,716.0
1939.SKBTI.0584,712.0
1939.MGH102261,695.0
1939.SKBTI.0146,685.0
1939.MGH109339,651.0
1939.SKBTI.0121,648.0
1939.MGH104421,639.0
1939.MGH101249,638.0
1939.SKBTI.0495,637.0
1939.121456,547.0
1939.SKBTI.0655,540.0
1939.MGH105192,528.0
1939.SKBTI.0767.a,494.0
1939.SKBTI.0110,484.0
1939.MGH104824.a,470.0
1939.121390,460.0
1939.SKBTI.0199,399.0
1939.SKBTI.0179,392.0
1939.SKBTI.0200,378.0
1939.SKBTI.0593,369.0
1939.SKBTI.0111,310.0
1939.SKBTI.0116,273.0
1939.SKBTI.0751,227.0
